graph_name,graph_source,num_nodes,num_edges,epsilon,top_k,top_k_ratio,exact_time,method_x,method_y,spearman
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,SILVAN,GPU_SIR_BRIDGE,0.7193901308903304
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,GPU_SIR_BRIDGE,EXACT,0.9162187462832019
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,GPU_SIR_BRIDGE,BP,0.507936318224535
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,GPU_SIR_BRIDGE,RK,0.5353763568903831
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,GPU_SIR_BRIDGE,ABRA,0.7608770423099284
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,GPU_SIR_BRIDGE,SILVAN,0.7193901308903304
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,GPU_SIR_BRIDGE,GPU_SIR_BRIDGE,1.0
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,EXACT,EXACT,1.0
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,EXACT,BP,0.7662908328757075
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,EXACT,RK,0.7733202769021081
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,EXACT,ABRA,0.8307029310625696
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,EXACT,SILVAN,0.887299586524391
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,EXACT,GPU_SIR_BRIDGE,0.7960430207170354
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,BP,EXACT,0.7662908328757075
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,BP,BP,1.0
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,BP,RK,0.7322572247412822
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,BP,ABRA,0.7408540999593276
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,BP,SILVAN,0.7772802217796192
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,BP,GPU_SIR_BRIDGE,0.6242839554245826
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,RK,EXACT,0.773320276902108
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,RK,BP,0.7322572247412822
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,RK,RK,1.0
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,RK,ABRA,0.7536070232750526
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,RK,SILVAN,0.7796052966660124
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,RK,GPU_SIR_BRIDGE,0.6219669801291619
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,ABRA,EXACT,0.8307029310625695
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,ABRA,BP,0.7408540999593275
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,ABRA,RK,0.7536070232750526
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,ABRA,ABRA,1.0
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,ABRA,SILVAN,0.8227535306287316
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,ABRA,GPU_SIR_BRIDGE,0.6937369418461885
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,SILVAN,EXACT,0.887299586524391
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,SILVAN,BP,0.7772802217796193
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,SILVAN,RK,0.7796052966660124
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,SILVAN,ABRA,0.8227535306287316
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,SILVAN,SILVAN,1.0
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,SILVAN,GPU_SIR_BRIDGE,0.711150761714235
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,GPU_SIR_BRIDGE,EXACT,0.7960430207170354
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,GPU_SIR_BRIDGE,BP,0.6242839554245825
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,GPU_SIR_BRIDGE,RK,0.6219669801291619
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,GPU_SIR_BRIDGE,ABRA,0.6937369418461885
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,GPU_SIR_BRIDGE,SILVAN,0.711150761714235
ca-GrQc,real,4158,13428,0.1,416,0.1,37.053438901901245,GPU_SIR_BRIDGE,GPU_SIR_BRIDGE,1.0
cora,real,2485,5069,0.1,249,0.1,11.119002103805542,EXACT,EXACT,1.0
cora,real,2485,5069,0.1,249,0.1,11.119002103805542,EXACT,BP,0.7097355070727954
cora,real,2485,5069,0.1,249,0.1,11.119002103805542,EXACT,RK,0.7415991378296277
